x, y
52.204176334106734, 1.536290322580645
102.3201856148492, 1.6693548387096773
152.43619489559165, 1.9193548387096773
200.46403712296984, 1.971774193548387
252.66821345707658, 1.9879032258064515
300.6960556844548, 1.971774193548387
350.81206496519724, 1.9274193548387095
400.9280742459397, 1.8629032258064515
451.0440835266822, 1.7983870967741935
499.0719257540604, 1.7338709677419355
549.1879350348029, 1.657258064516129
601.3921113689096, 1.596774193548387
651.508120649652, 1.5483870967741935
701.6241299303945, 1.5120967741935483
749.6519721577727, 1.4637096774193548
799.7679814385151, 1.435483870967742
851.9721577726219, 1.3911290322580645
902.0881670533644, 1.375
945.939675174014, 1.3548387096774193
1000.232018561485, 1.342741935483871
1048.2598607888633, 1.3306451612903225
1102.5522041763343, 1.3024193548387097
1152.6682134570767, 1.3024193548387097
1198.6078886310906, 1.2903225806451613
1250.8120649651974, 1.2741935483870968
1300.9280742459398, 1.2580645161290323
1351.0440835266822, 1.2379032258064515
1401.1600928074247, 1.2298387096774193
1451.2761020881671, 1.217741935483871
1501.3921113689096, 1.2056451612903225
1551.508120649652, 1.2016129032258065
1601.6241299303945, 1.2016129032258065
1649.6519721577727, 1.185483870967742
1699.7679814385153, 1.185483870967742
1751.972157772622, 1.185483870967742
1800.0000000000002, 1.1774193548387097
